LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
12_2_00100;131644.520;548220.250;-1.450;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131625.290;548263.140;-0.710;131617.510;548280.470;1.360;131608.510;548300.540;2.230;131606.460;548305.110;3.270;131606.460;548305.110;3.270;131605.437;548307.391;3.240;131600.930;548317.420;3.230;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131597.250;548325.640;0.540;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131597.040;548326.090;0.440
12_2_00200;131738.340;548265.810;-1.400;131715.700;548310.950;-1.340;131714.803;548312.737;-2.629;131713.907;548314.523;-2.629;131713.010;548316.310;-1.520;131706.280;548329.720;-1.210;131700.450;548341.340;1.870;131695.970;548350.280;2.030;131694.180;548353.860;3.110;131694.180;548353.860;3.110;131693.059;548356.095;3.029;131693.060;548356.090;3.030;131692.160;548357.880;2.280;131682.970;548376.200;1.860;131680.950;548380.230;1.810;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131677.370;548387.380;-0.100
12_2_00300;131827.100;548308.190;-1.990;131804.980;548354.140;-1.360;131804.300;548355.567;-2.230;131803.830;548356.543;-2.230;131803.250;548357.750;-1.640;131794.360;548376.220;-0.720;131792.190;548380.720;1.110;131786.120;548393.340;1.700;131784.170;548397.390;2.990;131784.170;548397.390;2.990;131783.086;548399.643;2.912;131783.080;548399.650;2.910;131781.130;548403.700;1.740;131769.210;548428.480;1.570;131769.210;548428.480;1.570;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131768.340;548430.280;1.390
12_2_00400;131915.820;548352.170;-1.860;131886.090;548415.540;-1.180;131885.517;548416.757;-1.806;131885.163;548417.503;-1.806;131884.600;548418.710;-1.100;131881.840;548424.590;-0.540;131880.140;548428.210;1.240;131875.470;548438.170;1.860;131873.980;548441.340;3.050;131873.980;548441.340;3.050;131872.918;548443.603;2.908;131873.130;548443.150;3.040;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131869.730;548450.390;-0.010;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131869.520;548450.840;0.030
12_2_00500;132006.110;548394.980;-1.980;131975.990;548459.280;-1.330;131975.517;548460.293;-1.894;131975.163;548461.047;-1.894;131974.300;548462.900;-1.160;131971.960;548467.880;-0.710;131969.840;548472.410;1.240;131965.600;548481.470;1.770;131964.110;548484.640;2.910;131964.110;548484.640;2.910;131963.050;548486.904;2.889;131963.050;548486.900;2.890;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131959.660;548494.140;-0.010;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;131959.450;548494.600;-0.030
12_2_00600;132097.560;548440.330;-1.840;132085.400;548464.950;-1.740;132084.417;548466.943;-3.129;132083.433;548468.937;-3.129;132082.450;548470.930;-1.850;132066.110;548503.990;-1.210;132060.130;548516.090;1.260;132056.150;548524.160;1.590;132053.930;548528.640;3.000;132053.930;548528.640;3.000;132052.823;548530.881;2.821;132053.050;548530.440;2.940;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132050.170;548536.260;0.230;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132049.720;548537.160;0.000
12_2_00700;132180.280;548479.390;-0.370;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132150.340;548555.730;0.240;132149.060;548558.990;1.380;132145.590;548567.830;1.720;132143.950;548572.020;3.140;132143.950;548572.020;3.140;132143.037;548574.347;2.990;132143.400;548573.420;3.160;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132139.930;548582.270;-0.290;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132139.910;548582.320;-0.290
12_2_00800;132144.080;548510.760;-0.270;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132212.730;548551.840;0.220;132216.160;548553.890;1.630;132225.180;548559.280;2.210;132229.470;548561.850;4.180;132229.470;548561.850;4.180;132231.615;548563.134;3.948;132230.750;548562.620;4.180;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132244.050;548570.580;-0.180;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132244.480;548570.840;-0.230
12_2_00900;132185.870;548428.230;-2.820;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132256.060;548463.390;-0.740;132265.890;548468.310;1.830;132269.920;548470.330;2.150;132274.390;548472.570;4.040;132274.390;548472.570;4.040;132276.625;548473.690;3.839;132275.730;548473.240;4.100;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132291.380;548481.070;-0.280;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132291.820;548481.300;-0.250
12_2_01000;132230.690;548338.710;-2.650;132248.120;548347.460;-1.900;132249.140;548347.973;-2.735;132250.160;548348.487;-2.735;132251.250;548349.040;-2.170;132303.520;548375.300;-0.710;132310.220;548378.660;1.920;132314.690;548380.910;2.370;132318.710;548382.930;4.060;132318.710;548382.930;4.060;132320.944;548384.052;3.971;132320.500;548383.820;4.060;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132335.570;548391.400;-0.270;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132335.690;548391.460;-0.300
12_2_01100;132274.830;548249.470;-2.810;132292.740;548258.370;-2.140;132293.937;548258.963;-2.976;132295.133;548259.557;-2.976;132296.330;548260.150;-2.210;132348.270;548285.950;-0.830;132354.980;548289.290;2.000;132359.460;548291.520;2.430;132363.940;548293.740;4.200;132363.940;548293.740;4.200;132366.180;548294.850;3.940;132365.280;548294.410;4.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132380.420;548301.930;-0.280;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132380.510;548301.970;-0.290
12_2_01200;132319.260;548160.710;-3.210;132336.790;548169.250;-2.340;132338.117;548169.900;-3.196;132339.443;548170.550;-3.196;132340.770;548171.200;-2.280;132391.610;548195.990;-0.900;132399.700;548199.940;2.080;132404.200;548202.130;2.540;132408.240;548204.100;4.280;132408.240;548204.100;4.280;132410.487;548205.196;4.081;132410.040;548204.980;4.180;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132425.290;548212.410;-0.310;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132425.320;548212.430;-0.310
12_2_01300;132364.790;548069.270;-2.860;132382.130;548078.190;-2.250;132383.463;548078.877;-3.205;132384.797;548079.563;-3.205;132387.020;548080.710;-2.200;132432.810;548104.270;-1.280;132443.930;548109.990;1.940;132447.040;548111.590;2.510;132451.040;548113.650;4.190;132451.040;548113.650;4.190;132453.263;548114.794;4.340;132455.040;548115.710;4.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132468.380;548122.570;-0.130;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132468.830;548122.800;-0.100
12_2_01400;132409.060;547981.150;-3.400;132426.070;547989.610;-2.710;132428.013;547990.573;-3.581;132429.507;547991.317;-3.581;132431.000;547992.060;-2.330;132477.560;548015.200;-1.470;132489.200;548020.990;2.090;132494.130;548023.440;2.680;132497.710;548025.220;4.220;132497.710;548025.220;4.220;132499.950;548026.330;4.130;132499.500;548026.110;4.220;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132514.320;548033.480;-0.330;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132514.720;548033.680;-0.330
12_2_01500;132454.230;547890.490;-3.300;132477.260;547902.310;-3.440;132478.120;547902.750;-4.040;132478.980;547903.190;-4.040;132479.840;547903.630;-3.480;132522.730;547925.650;-1.490;132534.290;547931.590;2.140;132538.300;547933.650;2.510;132542.300;547935.700;4.210;132542.300;547935.700;4.210;132544.524;547936.842;4.229;132544.524;547936.842;4.229;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132558.310;547943.920;-0.010;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132559.200;547944.380;-0.180
12_2_01600;132498.540;547802.390;-4.190;132526.760;547816.390;-3.030;132527.977;547816.987;-3.839;132529.163;547817.573;-3.839;132530.350;547818.160;-3.040;132567.080;547836.380;-1.550;132578.720;547842.160;2.100;132583.200;547844.380;2.590;132587.230;547846.380;4.330;132587.230;547846.380;4.330;132589.470;547847.490;4.230;132589.020;547847.270;4.330;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132603.810;547854.600;-0.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132604.250;547854.820;-0.330
12_2_01700;132543.210;547713.030;-4.580;132571.440;547727.000;-3.360;132572.637;547727.590;-4.236;132573.833;547728.180;-4.236;132575.480;547728.990;-3.250;132612.230;547747.180;-1.640;132623.880;547752.940;2.210;132627.910;547754.940;2.620;132631.940;547756.930;4.280;132631.940;547756.930;4.280;132634.180;547758.040;4.250;132633.740;547757.820;4.310;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132648.520;547765.140;-0.250;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132648.970;547765.360;-0.320
12_2_01800;132587.750;547623.970;-4.170;132588.200;547624.190;-4.390;132589.550;547624.850;-5.160;132591.350;547625.730;-5.090;132592.240;547626.170;-4.320;132660.950;547659.810;-1.070;132668.140;547663.320;1.970;132671.280;547664.860;2.620;132674.870;547666.620;4.070;132674.870;547666.620;4.070;132677.115;547667.719;4.240;132678.920;547668.600;4.170;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132693.740;547675.850;-0.340;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132694.180;547676.070;-0.370
12_2_01900;132632.460;547535.090;-4.800;132660.820;547548.800;-3.480;132662.620;547549.670;-4.300;132663.970;547550.320;-3.920;132665.320;547550.970;-2.990;132701.330;547568.380;-1.610;132713.490;547574.250;2.030;132717.540;547576.210;2.430;132721.590;547578.170;4.040;132721.590;547578.170;4.040;132723.840;547579.260;3.950;132723.390;547579.040;4.070;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132738.250;547586.220;-0.250;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132738.700;547586.440;-0.360
12_2_02000;132678.050;547445.050;-4.400;132706.290;547459.020;-3.390;132708.077;547459.903;-4.126;132709.423;547460.567;-4.126;132710.770;547461.230;-2.910;132746.170;547478.750;-1.560;132758.270;547484.740;1.880;132761.850;547486.510;2.160;132766.340;547488.730;3.990;132766.340;547488.730;3.990;132768.580;547489.840;3.850;132768.130;547489.620;3.960;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132783.370;547497.160;-0.380;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132783.810;547497.380;-0.390
12_2_02100;132722.540;547355.110;-3.940;132751.620;547369.620;-3.430;132753.020;547370.323;-4.157;132753.970;547370.797;-4.157;132755.650;547371.630;-2.950;132791.440;547389.490;-1.270;132802.180;547394.850;1.760;132806.650;547397.090;2.260;132811.120;547399.320;3.920;132811.120;547399.320;3.920;132813.357;547400.436;3.921;132813.357;547400.436;3.921;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132827.480;547407.480;-0.340;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132828.120;547407.800;-0.390
12_2_02200;132767.520;547265.190;-3.850;132796.970;547280.080;-3.400;132798.237;547280.727;-4.098;132799.333;547281.283;-4.098;132800.980;547282.120;-2.930;132836.230;547299.950;-1.250;132847.380;547305.590;1.960;132851.400;547307.620;2.340;132856.310;547310.100;4.200;132855.860;547309.880;4.090;132858.090;547311.010;4.030;132857.640;547310.780;4.110;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132873.260;547318.680;-0.330;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132873.710;547318.910;-0.360
12_2_02300;132812.360;547176.620;-4.140;132841.920;547191.300;-3.630;132843.133;547191.903;-4.288;132844.347;547192.507;-4.288;132845.560;547193.110;-3.320;132881.770;547211.100;-1.110;132892.070;547216.220;1.930;132897.000;547218.660;2.470;132901.030;547220.670;4.040;132901.030;547220.670;4.040;132903.269;547221.782;3.988;132903.269;547221.782;3.988;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132917.540;547228.870;-0.330;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132917.590;547228.900;-0.350
12_2_02400;132857.250;547086.950;-3.870;132886.770;547101.720;-3.670;132888.260;547102.463;-4.499;132889.750;547103.207;-4.499;132891.240;547103.950;-3.330;132926.120;547121.400;-1.400;132937.300;547127.000;2.060;132942.210;547129.460;2.660;132945.790;547131.250;4.220;132945.790;547131.250;4.220;132948.030;547132.360;4.130;132947.580;547132.140;4.240;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132962.180;547139.450;-0.390;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;132962.340;547139.520;-0.410
12_2_02500;132902.390;546997.330;-3.820;132932.580;547012.570;-3.830;132933.750;547013.160;-4.361;132934.920;547013.750;-4.361;132936.320;547014.450;-3.240;132971.140;547032.020;-1.450;132982.290;547037.660;1.940;132986.760;547039.910;2.390;132990.780;547041.940;4.110;132990.780;547041.940;4.110;132993.012;547043.066;3.989;132992.560;547042.840;4.070;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133005.950;547049.590;-0.180;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133006.400;547049.820;-0.290
12_2_02600;132947.000;546908.450;-3.940;132976.970;546923.360;-3.490;132978.170;546923.960;-4.325;132979.370;546924.560;-4.325;132980.570;546925.160;-3.550;133015.490;546942.540;-1.700;133027.120;546948.330;1.730;133031.600;546950.560;2.330;133035.630;546952.570;3.940;133035.630;546952.570;3.940;133037.870;546953.680;3.870;133037.420;546953.460;3.940;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133049.060;546959.250;-0.230;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133052.430;546960.930;-0.220
12_2_02700;132992.090;546818.600;-3.890;133022.280;546833.830;-3.520;133023.537;546834.463;-4.249;133024.793;546835.097;-4.249;133026.050;546835.730;-3.290;133060.390;546853.050;-1.740;133072.890;546859.350;2.050;133076.460;546861.160;2.330;133080.480;546863.180;4.010;133080.480;546863.180;4.010;133082.710;546864.310;3.970;133082.710;546864.310;3.970;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133097.300;546871.670;-0.390;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133097.450;546871.740;-0.390
12_2_02800;133037.110;546729.490;-3.570;133067.380;546744.700;-3.300;133068.703;546745.363;-4.033;133070.027;546746.027;-4.033;133071.510;546746.770;-2.930;133105.020;546763.610;-1.570;133117.530;546769.890;2.040;133121.110;546771.690;2.240;133125.580;546773.930;4.030;133125.580;546773.930;4.030;133127.814;546775.052;3.919;133127.360;546774.830;4.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133139.430;546780.890;-0.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133142.180;546782.270;-0.320
12_2_02900;133081.810;546640.460;-3.870;133112.250;546655.610;-3.260;133113.590;546656.277;-3.848;133114.930;546656.943;-3.848;133116.270;546657.610;-2.640;133149.850;546674.320;-1.830;133161.930;546680.330;1.890;133166.860;546682.780;2.610;133170.440;546684.560;4.110;133170.440;546684.560;4.110;133172.678;546685.674;4.041;133172.678;546685.674;4.041;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133187.160;546692.880;-0.360;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133188.350;546693.470;-0.340
12_2_03000;133129.180;546552.500;-3.840;133157.210;546566.390;-3.180;133158.580;546567.070;-3.753;133159.950;546567.750;-3.753;133161.320;546568.430;-2.490;133195.480;546585.370;-1.350;133206.230;546590.700;1.770;133211.610;546593.360;2.530;133215.640;546595.360;4.100;133215.190;546595.140;4.040;133217.430;546596.250;3.890;133217.430;546596.250;3.890;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133232.220;546603.580;-0.370;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133232.660;546603.800;-0.370
12_2_03100;133171.380;546461.700;-3.510;133202.320;546477.070;-3.220;133203.650;546477.730;-3.716;133204.980;546478.390;-3.716;133206.310;546479.050;-2.430;133240.780;546496.190;-1.320;133247.500;546499.530;1.590;133256.450;546503.980;2.510;133260.040;546505.760;4.100;133260.040;546505.760;4.100;133262.279;546506.873;3.998;133262.270;546506.870;4.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133277.050;546514.220;-0.250;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133277.500;546514.440;-0.280
12_2_03200;133216.210;546372.030;-3.640;133246.620;546387.240;-3.130;133247.963;546387.910;-3.736;133249.307;546388.580;-3.736;133250.650;546389.250;-2.540;133285.080;546406.470;-1.540;133295.810;546411.840;1.770;133301.180;546414.520;2.520;133304.760;546416.310;4.070;133304.760;546416.310;4.070;133306.996;546417.428;4.019;133306.540;546417.210;4.110;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133318.620;546423.250;-0.030;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133321.750;546424.810;-0.370
12_2_03300;133261.340;546282.340;-3.820;133291.240;546297.440;-3.370;133292.380;546298.017;-3.937;133293.520;546298.593;-3.937;133294.660;546299.170;-2.970;133329.620;546316.830;-1.550;133340.770;546322.470;1.800;133346.130;546325.170;2.590;133349.700;546326.980;4.100;133349.700;546326.980;4.100;133351.930;546328.110;3.930;133351.480;546327.880;4.050;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133363.530;546333.970;-0.090;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133366.660;546335.550;-0.240
12_2_03400;133306.110;546192.970;-3.800;133335.570;546207.840;-3.350;133336.760;546208.440;-3.955;133337.950;546209.040;-3.955;133339.140;546209.640;-2.960;133373.960;546227.210;-1.770;133385.120;546232.840;1.700;133390.480;546235.550;2.360;133394.490;546237.570;3.940;133394.490;546237.570;3.940;133396.722;546238.696;3.762;133396.280;546238.470;3.900;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133407.880;546244.330;-0.090;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133411.460;546246.130;-0.230
12_2_03500;133350.920;546103.370;-3.840;133379.460;546117.840;-3.250;133380.770;546118.503;-3.961;133382.080;546119.167;-3.961;133383.390;546119.830;-2.910;133418.710;546137.730;-1.680;133430.750;546143.840;1.730;133435.660;546146.320;2.310;133439.220;546148.130;3.910;133439.220;546148.130;3.910;133441.450;546149.260;3.730;133441.010;546149.040;3.850;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133453.050;546155.140;-0.160;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133455.280;546156.270;-0.270
12_2_03600;133395.190;546015.000;-3.490;133421.650;546028.030;-3.330;133422.627;546028.513;-4.029;133423.603;546028.997;-4.029;133424.580;546029.480;-3.420;133462.920;546048.350;-1.760;133475.030;546054.320;1.690;133480.410;546056.970;2.370;133484.000;546058.730;3.940;133484.000;546058.730;3.940;133486.240;546059.840;3.830;133485.800;546059.620;3.930;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133497.460;546065.360;-0.250;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133501.500;546067.350;-0.380
12_2_03700;133439.890;545925.070;-3.480;133463.620;545936.880;-3.440;133464.567;545937.353;-3.945;133465.513;545937.827;-3.945;133466.460;545938.300;-3.180;133507.930;545958.940;-1.910;133520.020;545964.950;1.540;133524.940;545967.410;2.340;133528.520;545969.190;4.080;133528.520;545969.190;4.080;133530.760;545970.300;3.910;133530.310;545970.080;4.030;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133542.400;545976.090;-0.080;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133546.430;545978.100;-0.360
12_2_03800;133485.250;545835.010;-3.840;133508.260;545846.710;-3.330;133509.207;545847.190;-3.927;133510.153;545847.670;-3.927;133511.100;545848.150;-3.250;133552.550;545869.220;-1.960;133565.480;545875.790;1.710;133569.490;545877.830;2.200;133573.500;545879.870;4.100;133573.500;545879.870;4.100;133575.730;545881.000;3.980;133575.730;545881.000;3.980;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133586.880;545886.660;-0.140;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133591.330;545888.930;-0.360
12_2_03900;133529.890;545745.280;-3.750;133553.040;545757.120;-3.130;133553.933;545757.573;-3.756;133554.827;545758.027;-3.756;133555.720;545758.480;-3.180;133597.570;545779.880;-1.970;133610.480;545786.470;1.600;133614.040;545788.300;1.930;133618.050;545790.340;3.820;133618.050;545790.340;3.820;133620.276;545791.478;3.719;133619.830;545791.250;3.860;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133632.290;545797.630;-0.200;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133634.960;545798.990;-0.250
12_2_04000;133574.670;545656.300;-3.370;133597.610;545667.910;-2.810;133598.673;545668.450;-3.481;133599.737;545668.990;-3.481;133600.800;545669.530;-2.720;133642.920;545690.860;-1.580;133655.410;545697.180;1.760;133659.430;545699.220;2.120;133663.000;545701.020;3.870;133663.000;545701.020;3.870;133665.230;545702.150;3.780;133664.780;545701.930;3.870;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133676.380;545707.800;-0.100;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133680.390;545709.830;-0.360
12_2_04100;133619.570;545566.750;-3.510;133642.740;545578.540;-2.420;133643.980;545579.167;-3.244;133644.900;545579.633;-3.244;133645.860;545580.130;-2.600;133688.200;545601.660;-1.710;133699.350;545607.320;1.330;133704.250;545609.810;1.950;133707.810;545611.630;3.770;133707.810;545611.630;3.770;133710.040;545612.760;3.600;133709.600;545612.530;3.730;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133721.180;545618.430;-0.010;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133724.060;545619.890;-0.210
12_2_04200;133664.410;545477.470;-3.520;133687.900;545489.380;-2.640;133688.873;545489.877;-3.179;133689.697;545490.293;-3.179;133690.520;545490.710;-2.510;133733.080;545512.310;-1.590;133744.230;545517.970;1.590;133748.680;545520.230;2.100;133752.700;545522.270;4.050;133752.700;545522.270;4.050;133754.929;545523.401;3.880;133754.480;545523.170;4.010;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133766.520;545529.280;-0.080;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133769.670;545530.880;-0.350
12_2_04300;133709.520;545388.110;-3.250;133732.690;545399.900;-2.590;133733.643;545400.380;-3.221;133734.507;545400.820;-3.221;133735.410;545401.280;-2.620;133777.700;545422.790;-1.660;133789.290;545428.690;1.700;133793.750;545430.960;2.180;133797.310;545432.770;3.880;133797.310;545432.770;3.880;133799.540;545433.900;3.890;133799.540;545433.900;3.890;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133811.130;545439.800;-0.050;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133814.690;545441.610;-0.330
12_2_04400;133796.110;545319.720;-1.820;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133828.130;545336.170;-0.480;133834.800;545339.600;2.000;133841.470;545343.030;3.350;133843.250;545343.940;3.950;133843.250;545343.940;3.950;133845.474;545345.082;3.678;133844.590;545344.630;3.950;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133856.590;545350.800;-0.180;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133858.820;545351.940;-0.270
