LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
12_2_04500;133798.660;545210.720;-3.180;133821.560;545221.940;-2.440;133822.757;545222.530;-3.191;133823.953;545223.120;-3.191;133825.150;545223.710;-2.340;133866.900;545244.180;-1.170;133878.570;545249.900;1.970;133883.060;545252.100;2.390;133887.100;545254.080;4.000;133887.100;545254.080;4.000;133889.345;545255.181;4.089;133889.345;545255.181;4.089;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133905.510;545263.110;-0.320;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133905.960;545263.330;-0.360
12_2_04600;133869.750;545098.650;-2.460;133878.870;545107.920;-2.840;133879.920;545108.990;-3.719;133880.970;545110.060;-3.719;133882.020;545111.130;-2.800;133916.030;545145.700;-1.330;133930.410;545160.320;3.040;133936.020;545166.020;2.540;133939.180;545169.230;4.250;133939.180;545169.230;4.250;133940.933;545171.012;4.088;133940.580;545170.650;4.200;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133953.550;545183.840;-0.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;133955.660;545185.980;-0.210
12_2_04700;134028.910;545070.570;-3.610;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134031.710;545111.470;-2.460;134033.210;545133.420;2.040;134033.520;545137.910;2.350;134033.860;545142.900;4.210;134033.860;545142.900;4.210;134034.030;545145.394;4.118;134034.030;545145.394;4.118;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134035.220;545162.850;-0.200;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134035.490;545166.840;-0.300
12_2_04800;134068.810;545071.160;-3.470;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134083.800;545079.180;-2.840;134104.080;545090.040;1.860;134106.720;545091.460;2.190;134112.010;545094.290;4.280;134112.010;545094.290;4.280;134114.214;545095.470;4.291;134114.220;545095.470;4.290;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134132.290;545105.140;-0.130;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134132.730;545105.380;-0.200
12_2_04900;134100.080;544973.650;-3.700;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134130.760;544990.490;-2.620;134152.240;545002.280;1.950;134156.630;545004.690;2.350;134161.010;545007.090;4.170;134161.010;545007.090;4.170;134163.202;545008.293;4.059;134163.202;545008.293;4.059;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134182.490;545018.880;-0.300;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134182.930;545019.120;-0.370
12_2_05000;134152.810;544889.070;-3.540;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134181.850;544904.730;-2.580;134201.220;544915.170;2.160;134204.740;544917.070;2.390;134209.140;544919.450;4.220;134209.140;544919.450;4.220;134211.340;544920.637;4.109;134211.340;544920.630;4.110;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134226.300;544928.700;-0.170;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134229.380;544930.360;-0.230
12_2_05100;134212.780;544807.740;-3.610;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134229.060;544816.540;-2.800;134247.970;544826.760;2.000;134251.050;544828.430;2.370;134256.330;544831.280;4.190;134256.330;544831.280;4.190;134258.529;544832.469;4.300;134258.530;544832.470;4.300;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134277.880;544842.930;-0.190;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134278.320;544843.160;-0.310
12_2_05200;134236.250;544748.030;-3.450;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134255.420;544744.430;-2.460;134275.560;544740.640;1.960;134279.990;544739.810;2.220;134285.390;544738.790;4.250;134285.390;544738.790;4.250;134287.847;544738.328;4.011;134287.360;544738.420;4.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134308.490;544734.440;-0.240;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134308.980;544734.350;-0.230
12_2_05300;134160.830;544675.540;-0.930;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134278.780;544635.680;-0.320
12_2_05400;134148.440;544519.570;-3.140;134165.290;544524.290;-2.820;134166.573;544524.650;-3.670;134167.857;544525.010;-3.670;134169.140;544525.370;-2.920;134220.180;544539.670;-1.350;134232.690;544543.180;1.730;134239.910;544545.200;2.450;134243.770;544546.280;4.100;134243.290;544546.140;3.940;134245.697;544546.814;4.049;134245.697;544546.814;4.049;134250.510;544548.170;2.320;134256.280;544549.780;1.730;134266.400;544552.620;-0.170;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134266.880;544552.750;-0.230
12_2_05500;134199.230;544411.990;-3.220;134221.390;544423.090;-2.850;134222.647;544423.720;-3.728;134223.903;544424.350;-3.728;134225.160;544424.980;-2.920;134265.840;544445.350;-1.450;134278.810;544451.840;1.880;134281.940;544453.410;2.300;134286.860;544455.870;3.990;134286.860;544455.870;3.990;134289.095;544456.989;4.030;134289.540;544457.220;3.980;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134303.850;544464.380;-0.220;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134304.290;544464.600;-0.250
12_2_05600;134243.800;544322.940;-3.090;134265.760;544333.820;-2.790;134267.253;544334.560;-3.750;134268.747;544335.300;-3.750;134270.240;544336.040;-2.710;134309.660;544355.580;-1.430;134321.310;544361.350;1.640;134325.790;544363.570;2.280;134329.820;544365.570;4.010;134329.820;544365.570;4.010;134332.060;544366.680;4.150;134334.300;544367.790;4.270;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134347.640;544374.400;0.090;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134348.190;544374.670;0.110
12_2_05700;134289.340;544231.400;-2.620;134311.750;544243.140;-2.590;134313.287;544243.943;-3.570;134314.823;544244.747;-3.570;134316.360;544245.550;-2.470;134355.780;544266.200;-1.400;134368.180;544272.700;2.080;134371.720;544274.560;2.680;134374.820;544276.180;4.380;134374.820;544276.180;4.380;134377.035;544277.340;4.590;134378.360;544278.040;4.540;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134393.420;544285.930;-0.230;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134393.870;544286.160;-0.260
12_2_05800;134334.030;544143.030;-2.700;134356.280;544154.420;-2.810;134357.640;544155.113;-3.606;134359.000;544155.807;-3.606;134360.360;544156.500;-2.570;134400.350;544176.960;-1.490;134411.030;544182.420;2.060;134418.160;544186.070;2.510;134422.160;544188.120;4.310;134422.160;544188.120;4.310;134424.386;544189.259;4.181;134424.386;544189.259;4.181;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134434.180;544194.270;-0.100;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134438.630;544196.540;-0.290
12_2_05900;134378.950;544053.950;-2.910;134400.790;544065.060;-2.590;134402.117;544065.737;-3.459;134403.443;544066.413;-3.459;134404.770;544067.090;-2.540;134444.470;544087.270;-1.640;134458.280;544094.300;2.000;134463.180;544096.800;2.750;134466.750;544098.610;4.190;134466.750;544098.610;4.190;134468.980;544099.740;4.260;134468.980;544099.740;4.260;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134481.900;544106.320;-0.300;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134483.680;544107.220;-0.340
12_2_06000;134422.300;543966.790;-2.880;134444.870;543977.530;-2.610;134446.160;543978.143;-3.492;134447.450;543978.757;-3.492;134448.740;543979.370;-2.660;134490.020;543999.010;-1.570;134502.670;544005.020;1.790;134506.280;544006.740;2.460;134509.890;544008.460;4.060;134509.890;544008.460;4.060;134512.150;544009.530;4.330;134513.500;544010.180;4.240;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134525.240;544015.760;-0.180;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134527.050;544016.620;-0.200
12_2_06100;134468.570;543874.890;-3.030;134490.820;543886.280;-2.720;134492.157;543886.963;-3.521;134493.493;543887.647;-3.521;134494.830;543888.330;-2.520;134535.780;543909.280;-1.420;134548.690;543915.890;2.170;134552.250;543917.710;2.510;134556.250;543919.760;4.260;134556.250;543919.760;4.260;134558.476;543920.899;4.301;134558.030;543920.670;4.400;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134568.720;543926.140;-0.120;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134572.280;543927.960;-0.210
12_2_06200;134513.180;543785.590;-2.760;134535.460;543796.940;-2.650;134536.797;543797.623;-3.436;134538.133;543798.307;-3.436;134539.470;543798.990;-2.420;134580.450;543819.870;-1.480;134593.370;543826.450;2.400;134597.380;543828.500;2.830;134601.390;543830.540;4.510;134601.390;543830.540;4.510;134603.620;543831.670;4.340;134603.170;543831.450;4.440;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134613.860;543836.890;0.020;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134617.430;543838.710;-0.280
12_2_06300;134557.970;543696.590;-3.060;134579.830;543707.630;-2.470;134581.023;543708.230;-3.381;134582.217;543708.830;-3.381;134583.890;543709.680;-2.460;134625.360;543730.620;-1.520;134637.410;543736.700;2.140;134643.210;543739.630;3.060;134646.340;543741.210;4.410;134646.340;543741.210;4.410;134648.570;543742.340;4.210;134648.570;543742.340;4.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134658.390;543747.300;0.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134662.400;543749.330;-0.180
12_2_06400;134602.680;543607.240;-3.080;134625.010;543618.490;-2.640;134626.200;543619.090;-3.350;134627.390;543619.690;-3.350;134628.580;543620.290;-2.460;134670.110;543641.220;-1.470;134683.500;543647.960;2.370;134687.520;543649.990;2.860;134691.090;543651.790;4.500;134690.650;543651.560;4.400;134692.880;543652.690;4.420;134693.330;543652.910;4.270;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134703.150;543657.860;0.160;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134706.720;543659.660;-0.130
12_2_06500;134647.680;543517.100;-3.080;134670.190;543528.660;-2.590;134671.433;543529.297;-3.343;134672.677;543529.933;-3.343;134674.190;543530.710;-2.330;134714.850;543551.580;-1.400;134727.300;543557.970;2.100;134731.750;543560.260;2.800;134735.750;543562.310;4.340;134735.750;543562.310;4.340;134737.974;543563.452;4.261;134737.980;543563.450;4.260;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134751.320;543570.300;-0.230;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134752.210;543570.760;-0.310
12_2_06600;134692.690;543427.950;-3.040;134714.910;543439.320;-2.520;134716.387;543440.073;-3.450;134717.863;543440.827;-3.450;134719.340;543441.580;-2.390;134759.020;543461.890;-1.310;134771.920;543468.490;2.100;134776.820;543471.000;2.700;134780.380;543472.820;4.280;134780.380;543472.820;4.280;134782.606;543473.959;4.291;134782.610;543473.960;4.290;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134795.510;543480.560;-0.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134795.960;543480.790;-0.220
12_2_06700;134737.310;543338.910;-2.810;134759.610;543350.210;-2.600;134760.800;543350.813;-3.386;134761.990;543351.417;-3.386;134763.180;543352.020;-2.570;134803.770;543372.580;-1.350;134816.700;543379.130;2.050;134821.610;543381.620;2.660;134825.620;543383.650;4.340;134825.620;543383.650;4.340;134827.850;543384.780;4.150;134827.410;543384.550;4.280;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134840.340;543391.110;-0.160;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134840.790;543391.330;-0.180
12_2_06800;134782.250;543249.260;-2.930;134804.520;543260.620;-2.590;134805.870;543261.310;-3.405;134807.220;543262.000;-3.405;134808.570;543262.690;-2.400;134850.840;543284.250;-1.190;134861.530;543289.710;1.970;134866.870;543292.430;2.770;134870.430;543294.250;4.280;134870.430;543294.250;4.280;134872.657;543295.386;4.091;134872.660;543295.390;4.090;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134885.130;543301.750;-0.150;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134885.580;543301.980;-0.220
12_2_06900;134826.020;543161.680;-2.880;134848.830;543172.720;-2.550;134850.057;543173.313;-3.338;134851.283;543173.907;-3.338;134852.510;543174.500;-2.490;134893.070;543194.140;-1.340;134906.570;543200.680;2.130;134911.970;543203.290;3.020;134915.120;543204.820;4.390;134915.120;543204.820;4.390;134917.370;543205.910;4.310;134917.370;543205.910;4.310;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134929.970;543212.010;0.010;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134930.870;543212.440;-0.270
12_2_07000;134871.460;543070.820;-2.710;134894.230;543082.290;-2.570;134895.273;543082.817;-3.261;134896.317;543083.343;-3.261;134897.360;543083.870;-2.550;134939.330;543105.020;-1.180;134950.940;543110.870;1.980;134954.510;543112.670;2.640;134959.420;543115.150;4.320;134959.420;543115.150;4.320;134961.650;543116.280;4.330;134961.650;543116.280;4.330;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134973.710;543122.350;-0.100;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;134974.150;543122.580;-0.100
12_2_07100;134915.680;542982.500;-2.980;134938.590;542993.700;-2.470;134939.640;542994.210;-3.080;134940.690;542994.720;-3.080;134941.740;542995.230;-2.290;134983.970;543015.870;-1.120;134995.650;543021.580;2.140;135000.590;543023.990;2.720;135004.630;543025.970;4.390;135004.630;543025.970;4.390;135006.876;543027.068;4.231;135006.876;543027.068;4.231;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135019.450;543033.210;-0.190;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135019.900;543033.430;-0.300
12_2_07200;134961.890;542892.240;-2.650;134984.030;542903.450;-2.410;134985.380;542904.130;-3.010;134986.570;542904.730;-3.010;134987.760;542905.330;-1.950;135028.360;542925.880;-1.340;135040.850;542932.210;2.210;135045.760;542934.690;2.720;135049.320;542936.500;4.160;135049.320;542936.500;4.160;135051.550;542937.630;4.080;135051.550;542937.630;4.080;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135064.490;542944.180;-0.310;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135064.940;542944.400;-0.300
12_2_07300;135005.830;542802.700;-3.110;135028.620;542814.160;-2.460;135029.763;542814.733;-3.212;135030.907;542815.307;-3.212;135032.050;542815.880;-2.430;135073.290;542836.620;-1.360;135085.800;542842.910;2.120;135090.710;542845.380;2.800;135093.840;542846.950;4.150;135093.840;542846.950;4.150;135096.074;542848.073;4.200;135096.520;542848.300;4.090;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135107.240;542853.690;-0.200;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135108.130;542854.140;-0.310
12_2_07400;135050.470;542713.760;-3.230;135072.850;542724.880;-2.420;135074.047;542725.473;-3.276;135075.243;542726.067;-3.276;135076.440;542726.660;-2.530;135118.080;542747.350;-1.360;135130.620;542753.580;2.220;135135.540;542756.030;2.800;135138.680;542757.590;4.030;135138.680;542757.590;4.030;135140.919;542758.702;4.068;135140.919;542758.702;4.068;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135153.140;542764.770;-0.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135153.450;542764.930;-0.210
12_2_07500;135095.470;542623.690;-2.940;135118.230;542635.190;-2.400;135119.463;542635.813;-3.129;135120.697;542636.437;-3.129;135122.250;542637.220;-2.270;135163.750;542658.200;-1.400;135175.790;542664.290;2.250;135180.260;542666.550;2.720;135183.830;542668.350;4.120;135183.830;542668.350;4.120;135186.060;542669.480;4.100;135186.060;542669.480;4.100;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135199.440;542676.250;-0.310;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135199.890;542676.470;-0.310
12_2_07600;135140.990;542533.330;-2.960;135163.160;542544.870;-2.340;135164.493;542545.560;-3.131;135165.827;542546.250;-3.131;135167.160;542546.940;-2.120;135208.850;542568.640;-1.180;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135228.810;542579.030;4.360;135228.810;542579.030;4.360;135231.028;542580.184;4.250;135231.028;542580.184;4.250;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135243.890;542586.880;-0.230;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135244.330;542587.110;-0.250
12_2_07700;135185.880;542444.500;-2.820;135208.560;542456.160;-2.440;135209.687;542456.740;-2.990;135210.813;542457.320;-2.990;135212.110;542457.990;-2.030;135255.690;542480.410;-0.730;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135273.470;542489.560;4.210;135273.470;542489.560;4.210;135275.693;542490.704;4.239;135275.693;542490.704;4.239;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135289.030;542497.570;-0.250;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135289.480;542497.800;-0.220
12_2_07800;135230.230;542355.740;-3.010;135252.550;542367.010;-2.390;135253.740;542367.610;-3.170;135254.930;542368.210;-3.170;135256.120;542368.810;-2.350;135298.530;542390.210;-1.310;135311.030;542396.520;2.120;135315.040;542398.540;2.600;135318.610;542400.350;4.190;135318.610;542400.350;4.190;135320.842;542401.476;4.161;135320.842;542401.476;4.161;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135332.450;542407.330;-0.170;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135333.340;542407.780;-0.210
12_2_07900;135274.820;542266.680;-3.160;135297.190;542277.860;-2.480;135298.530;542278.530;-3.289;135299.870;542279.200;-3.289;135301.210;542279.870;-2.300;135343.260;542300.880;-1.330;135355.330;542306.910;2.080;135359.800;542309.150;2.580;135363.380;542310.930;4.160;135363.380;542310.930;4.160;135365.616;542312.047;4.051;135365.616;542312.047;4.051;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135378.140;542318.310;-0.290;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135378.590;542318.530;-0.300
12_2_08000;135319.790;542177.610;-3.210;135342.170;542188.740;-2.540;135343.513;542189.407;-3.415;135344.857;542190.073;-3.415;135346.200;542190.740;-2.490;135388.290;542211.650;-1.200;135399.490;542217.220;1.700;135403.970;542219.440;2.340;135408.440;542221.670;4.170;135408.000;542221.440;4.030;135410.239;542222.553;4.131;135410.680;542222.780;4.010;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135422.920;542228.860;-0.220;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135423.220;542229.010;-0.250
12_2_08100;135364.880;542087.750;-3.350;135387.200;542098.990;-2.590;135388.243;542099.517;-3.441;135389.287;542100.043;-3.441;135390.330;542100.570;-2.890;135432.750;542121.940;-1.210;135444.810;542128.010;1.930;135449.720;542130.480;2.540;135453.290;542132.280;4.210;135453.290;542132.280;4.210;135455.523;542133.405;4.062;135455.080;542133.180;4.200;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135468.030;542139.700;-0.210;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135468.480;542139.930;-0.240
12_2_08200;135409.490;541999.270;-2.940;135431.910;542010.310;-2.680;135433.107;542010.900;-3.411;135434.303;542011.490;-3.411;135435.500;542012.080;-2.540;135479.020;542033.500;-1.040;135489.330;542038.580;1.770;135494.720;542041.230;2.520;135498.310;542043.000;4.210;135498.310;542043.000;4.210;135500.553;542044.104;4.049;135500.553;542044.104;4.049;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135511.760;542049.620;-0.330;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135512.210;542049.840;-0.240
12_2_08300;135454.710;541909.190;-3.040;135476.160;541919.960;-2.530;135477.797;541920.783;-3.729;135479.433;541921.607;-3.729;135481.070;541922.430;-2.730;135522.630;541943.300;-1.220;135534.690;541949.360;1.740;135539.610;541951.830;2.450;135543.180;541953.620;4.100;135543.180;541953.620;4.100;135545.414;541954.742;3.999;135545.410;541954.740;4.000;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135557.920;541961.030;-0.220;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135558.370;541961.250;-0.300
12_2_08400;135499.460;541820.280;-3.210;135521.410;541831.170;-2.690;135522.603;541831.763;-3.600;135523.797;541832.357;-3.600;135524.990;541832.950;-2.910;135566.640;541853.630;-1.380;135580.520;541860.520;1.900;135584.550;541862.520;2.320;135588.140;541864.300;3.970;135588.140;541864.300;3.970;135590.380;541865.410;3.830;135590.380;541865.410;3.830;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135602.540;541871.450;-0.250;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135602.910;541871.640;-0.280
12_2_08500;135544.850;541730.300;-3.340;135566.270;541741.140;-2.610;135567.980;541742.003;-3.584;135569.250;541742.647;-3.584;135570.520;541743.290;-2.740;135609.980;541763.270;-1.230;135622.030;541769.370;1.600;135629.160;541772.980;2.460;135633.180;541775.010;4.060;135633.180;541775.010;4.060;135635.410;541776.140;3.960;135634.960;541775.920;4.050;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135647.610;541782.320;-0.290;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135647.900;541782.470;-0.300
12_2_08600;135589.880;541641.100;-3.340;135611.300;541651.920;-2.380;135612.790;541652.670;-3.436;135614.280;541653.420;-3.436;135615.770;541654.170;-2.490;135657.270;541675.150;-0.690;135666.640;541679.880;1.490;135674.230;541683.720;2.310;135678.240;541685.740;3.920;135678.240;541685.740;3.920;135680.470;541686.870;3.700;135680.030;541686.650;3.860;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135691.630;541692.510;-0.150;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135691.930;541692.660;-0.180
12_2_08700;135634.790;541551.470;-3.120;135657.520;541563.020;-1.660;135659.157;541563.853;-2.632;135660.793;541564.687;-2.632;135662.870;541565.740;-1.130;135682.480;541575.710;-0.950;135700.310;541584.780;1.570;135718.140;541593.850;2.030;135723.040;541596.340;4.120;135723.040;541596.340;4.120;135725.270;541597.470;4.070;135725.270;541597.470;4.070;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135738.190;541604.040;-0.150;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135738.640;541604.270;-0.210
12_2_08800;135679.620;541462.500;-3.150;135703.280;541474.420;-1.950;135704.770;541475.170;-3.006;135706.260;541475.920;-3.006;135707.750;541476.670;-2.060;135743.920;541494.890;-1.040;135759.100;541502.540;3.050;135765.350;541505.690;3.210;135768.030;541507.040;4.000;135768.030;541507.040;4.000;135770.263;541508.165;3.901;135770.263;541508.165;3.901;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135782.770;541514.460;-0.260;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135783.210;541514.680;-0.190
12_2_08900;135724.450;541372.620;-3.220;135749.840;541385.570;-1.930;135751.173;541386.250;-2.853;135752.507;541386.930;-2.853;135753.840;541387.610;-1.980;135793.930;541408.050;-0.670;135804.620;541413.510;2.440;135809.520;541416.010;2.870;135812.640;541417.600;3.890;135812.640;541417.600;3.890;135814.870;541418.730;3.870;135814.870;541418.730;3.870;135817.540;541420.090;2.990;135823.780;541423.270;2.860;135826.450;541424.640;1.540;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135899.500;541461.890;-0.250
12_2_09000;135768.380;541285.520;-3.030;135794.980;541298.270;-2.010;135796.030;541298.777;-2.690;135797.080;541299.283;-2.690;135798.130;541299.790;-1.970;135837.810;541318.810;-1.040;135844.570;541322.060;1.120;135853.590;541326.380;2.340;135857.640;541328.330;3.920;135857.640;541328.330;3.920;135859.894;541329.411;3.891;135859.900;541329.410;3.890;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135865.760;541332.220;1.760;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135881.090;541339.570;1.520
12_2_09100;135814.510;541194.120;-3.090;135841.240;541207.740;-1.770;135842.430;541208.343;-2.681;135843.620;541208.947;-2.681;135844.810;541209.550;-1.990;135884.020;541229.520;-0.740;135889.810;541232.470;1.550;135899.170;541237.230;2.960;135902.280;541238.820;3.960;135902.280;541238.820;3.960;135904.508;541239.955;3.900;135904.960;541240.180;3.800;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135909.860;541242.680;1.890;-1.000;-1.000;-1.000;-1.000;-1.000;-1.000;135925.900;541250.850;1.550
